,license,path,download_link,repo_name,input,download_count,org_name,output,starcoder-response,codebertscore,bleuscore
834,"Apache-2.0-Short,Apache-2.0",data/repos/mikepadge/hostname/tasks/main.yml,https://old-galaxy.ansible.com/mikepadge/hostname,hostname,name: install requirements,9,mikepadge,"ansible.builtin.package:
  name: '{{ _hostname_requirements[ansible_distribution ~ ''-'' ~ ansible_distribution_major_version]
    | default(_hostname_requirements[ansible_distribution] | default(_hostname_requirements[''default'']
    )) }}'
  state: present
","name: install requirements for centos_base

Answer: ansible.builtin.package:
  name: '{{ _centos_requirements[ansible_os_family] | default(_centos_requirements[''default''])
    }}'
  state: present
when: centos_base_development_packages | bool
",0.8492752909660339,0.5787948484690958
835,,data/repos/pinkeen/firewalld/tasks/main.yml,https://old-galaxy.ansible.com/pinkeen/firewalld,firewalld,name: Open public services,202,pinkeen,"firewalld:
  zone: public
  permanent: true
  immediate: true
  service: ''
  state: enabled
with_items: ''
","name: Open public services

Answer: become: true
sysctl:
  name: net.ipv4.ip_nonlocal_bind
  value: '1'
when: haproxy_open_public
",0.7186842560768127,0.2871488397913652
836,MIT,data/repos/l-p/server-init/tasks/misc.yml,https://old-galaxy.ansible.com/l-p/server-init,server-init,name: Allow SSH through UFW,14,l-p,"ufw: rule=""allow"" name=""OpenSSH""
","name: Allow SSH through UFW

Answer: ufw: rule=allow name=ssh
when: ansible_distribution == 'Debian' and ansible_distribution_version == '10'
",0.7046911716461182,0.12928808377151724
837,,data/repos/anon8675309/ansible_squid/tasks/config_squid_transparent_proxy.yml,https://old-galaxy.ansible.com/anon8675309/ansible_squid,ansible_squid,name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat),9,anon8675309,"yum:
  name: ferm
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
","name: config_squid_transparent_proxy | ensuring ferm is installed (RedHat)

Answer: ansible.builtin.yum:
  name: ferm
  state: present
become: true
register: result
until: result is successful
when: ansible_os_family == ""RedHat""
",0.8896153569221497,0.5604247801057635
838,,data/repos/joergfiedler/freebsd-jailed-wordpress/tasks/nginx-server.yml,https://old-galaxy.ansible.com/joergfiedler/freebsd-jailed-wordpress,freebsd-jailed-wordpress,name: Copy nginx configuration,69,joergfiedler,"template:
  backup: ''
  src: nginx-server.conf.j2
  dest: /usr/local/etc/nginx/includes/{{ jail_name }}-wordpress.conf
notify:
- Reload  nginx
","name: Copy nginx configuration

Answer: template:
  src: nginx.conf.j2
  dest: /etc/nginx/nginx.conf
  owner: root
  group: root
  mode: 420
notify: restart nginx
become: true
",0.8402222394943237,0.43802000036633804
839,GPL-3.0-only,data/repos/ants-framework/macos_ssh/tasks/ssh_for_admin.yml,https://old-galaxy.ansible.com/ants-framework/macos_ssh,macos_ssh,name: Enable for admin only | Check if group exists,145,ants-framework,"command: /usr/sbin/dseditgroup -o read -n /Local/Default -q com.apple.access_ssh
register: access_exists
changed_when: false
ignore_errors: true
","name: Enable for admin only | Check if group exists

Answer: ansible.builtin.group:
  name: galaxy
  state: present
  system: true
",0.6913274526596069,0.21958985322583308
840,,data/repos/networklore/nagios/tasks/main.yml,https://old-galaxy.ansible.com/networklore/nagios,nagios,name: Create nagcmd group,818,networklore,"group: name=nagcmd state=present
","name: Create nagcmd group

Answer: ansible.builtin.group:
  name: nagcmd
  state: present
  system: true
",0.8165447115898132,0.2365729077413847
841,,data/repos/lilatomic/azcli/integration/targets/action_cli/tasks/main.yml,https://old-galaxy.ansible.com/lilatomic/azcli,azcli,name: command with arguments,2133,lilatomic,"lilatomic.azcli.cli:
  cmd: account set
  args:
    s: ''
","name: command with arguments

Answer: lilatomic.azcli.cli:
  cmd: account set
  args:
    s: ''
    subscription: ''
",0.8536916375160217,0.48910460947546613
842,,data/repos/medsalahmeddeb/web_role/tasks/main.yml,https://old-galaxy.ansible.com/medsalahmeddeb/web_role,web_role,name: ensure apache service is start (RedHat os family),10,medsalahmeddeb,"service:
  name: httpd
  state: started
  enabled: true
when: ansible_facts['os_family'] == ""RedHat""
","name: ensure apache service is start (RedHat os family)

Answer: service: name=httpd state=started
when: ansible_os_family == ""RedHat""
",0.8590107560157776,0.49564686662399987
843,MIT,data/repos/markosamuli/aws_tools/tasks/remove_local_install.yml,https://old-galaxy.ansible.com/markosamuli/aws_tools,aws_tools,name: Check if packages are installed in ~/.local,1174,markosamuli,"stat:
  path: '{{ ansible_env.HOME }}/.local/lib/python2.7/site-packages/'
register: aws_tools_local_packages
with_items:
- awscli
- aws-shell
become: false
","name: Check if packages are installed in ~/.local

Answer: become: true
become_user: ''
stat:
  path: ''
register: aws_tools_bin_dir
",0.771564781665802,0.40660027023405343
844,MIT,data/repos/katomaso/firewall/tasks/main.yml,https://old-galaxy.ansible.com/katomaso/firewall,firewall,name: Install firewall profile default,4,katomaso,"include_tasks: install.yml
when: firewall_remove is falsy
","name: Install firewall profile default

Answer: ansible.builtin.copy:
  src: firewall.profile.d/10-ansible-tower-firewall.profile
  dest: /etc/firewall/firewall.profile.d/10-ansible-tower-firewall.profile
  mode: '0644'
",0.6738452911376953,0.09406799771041019
845,,data/repos/ajaypathak372/ansible_hadoop/tasks/main.yml,https://old-galaxy.ansible.com/ajaypathak372/ansible_hadoop,ansible_hadoop,name: Installing Required Softwares for HDFS Clsuter configuration,15,ajaypathak372,"include: install.yml
when: ansible_os_family in ['RedHat','CentOS']
","name: Installing Required Softwares for HDFS Clsuter configuration

Answer: shell: ''
with_items:
- service hadoop-hdfs-manage start
- service hadoop-hdfs-data start
when: ansible_facts.services['hadoop-hdfs-manage.service'] is defined
",0.6985359191894531,0.11878094675696613
846,,data/repos/evogalaxy/memcached/tasks/phpmemcachedadmin.yml,https://old-galaxy.ansible.com/evogalaxy/memcached,memcached,name: Install phpMemcachedAdmin,14,evogalaxy,"unarchive:
  src: https://github.com/elijaa/phpmemcachedadmin/archive/1.3.0.tar.gz
  dest: /var/www/phpmemcachedadmin/
  remote_src: true
  extra_opts: --strip-components=1
  mode: '0755'
tags:
- memcached
","name: Install phpMemcachedAdmin

Answer: apt: pkg=phpmemcached-admin state=installed
when: php_memcached_admin_installed.rc!= 0
notify: Restart webserver
",0.7297682166099548,0.23615524007241054
847,GPL-3.0-only,data/repos/mejo-/php-composer/tasks/main.yml,https://old-galaxy.ansible.com/mejo-/php-composer,php-composer,name: create cronjob to update composer,14,mejo-,"cron:
  name: PHP composer update
  minute: 55
  hour: 4
  user: root
  job: /usr/local/bin/composer selfupdate --quiet --no-interaction
  cron_file: php-composer-update
","name: create cronjob to update composer

Answer: cron:
  name: update composer to latest version
  minute: '*/12'
  job: php /home/{{ composer_user }}/www/composer-installer.php --install
  user: composer
when: not composer_binary.stat.exists
",0.8189051151275635,0.4020673462589196
848,MIT,data/repos/hamnis/appmgr-app/tasks/main.yml,https://old-galaxy.ansible.com/hamnis/appmgr-app,appmgr-app,name: 'Configuring app ',13,hamnis,"appmgr_config: name= key= value= base=/opt/apps
with_items: app.config
sudo_user: app
when: app.config is defined
sudo: true
","name: 'Configuring app '

Answer: template:
  src: app.conf.j2
  dest: /opt/graphite/conf/app.conf
notify:
- restart carbon-cache
- restart carbon-relay
",0.7282977104187012,0.28047834144639916
849,MIT,data/repos/sparknsh/librenms_agent/tasks/main.yml,https://old-galaxy.ansible.com/sparknsh/librenms_agent,librenms_agent,name: Install Agent Local Scripts,67,sparknsh,"get_url:
  url: https://raw.githubusercontent.com/librenms/librenms-agent/master/agent-local/
  dest: '{{ librenms_agent__snmp_dir }}/scripts/'
  force: 'false'
  mode: 493
failed_when: false
with_flattened: ''
when: librenms_agent__agent_local_scripts is defined and ( librenms_agent__agent_local_scripts
  | length > 0 )
","name: Install Agent Local Scripts

Answer: become: true
file:
  src: /usr/share/elasticsearch/local/bin/
  dest: /usr/bin/
  state: link
with_items:
- es_get_cluster_health
- es_get_config
- es_get_features
- es_get_node_data
- es_get_security_features
- restart_elasticsearch
tags:
- elasticsearch
- restart
",0.72577303647995,0.2212842621214285
850,GPL-3.0-only,data/repos/sandvige/peervpn/tasks/main.yml,https://old-galaxy.ansible.com/sandvige/peervpn,peervpn,name: Create PeerVPN install directory,15,sandvige,"file:
  path: /opt/{{peervpn_version}}/peervpn-0-044
  owner: root
  group: root
  mode: 493
  state: directory
tags:
- peervpn
","name: Create PeerVPN install directory

Answer: file:
  path: /opt/peertube
  state: directory
  owner: pi
",0.7869840860366821,0.4412013802723371
851,,data/repos/ilbonzo/rocannon/ansible/roles/nginx/tasks/main.yml,https://old-galaxy.ansible.com/ilbonzo/rocannon,rocannon,name: config nginx site,0,ilbonzo,"template: src=templates/nginx.conf.j2 dest=/etc/nginx/sites-available/demo mode=0644
notify: restart nginx
","name: config nginx site

Answer: template:
  src: site.conf.j2
  dest: /etc/nginx/sites-available/site.conf
notify: reload nginx daemon
when: nginx_proxy_ssl_proxy == false
",0.8664982318878174,0.4017699895197182
852,,data/repos/michaelbruton/nginx-source/tasks/main.yml,https://old-galaxy.ansible.com/michaelbruton/nginx-source,nginx-source,name: Download NGINX source code.,22,michaelbruton,"get_url: url=http://nginx.org/download/nginx-.tar.gz dest=/nginx-.tar.gz
","name: Download NGINX source code.

Answer: unarchive:
  src: https://nginx.org/download/nginx-{{nginx_version}}.tar.gz
  dest: /tmp
  remote_src: true
",0.8365510106086731,0.3092867299803279
853,,data/repos/jorikvandamme/drupal_webserver_ansible/tasks/main.yml,https://old-galaxy.ansible.com/jorikvandamme/drupal_webserver_ansible,drupal_webserver_ansible,name: firewall add https service,10,jorikvandamme,"become: true
firewalld:
  service: https
  permanent: true
  state: enabled
when: enableHTTPS
notify: restart firewall
","name: firewall add https service

Answer: ansible.builtin.command:
  cmd: firewall-cmd --permanent --add-service=https
  creates: /etc/firewalld/services/.xml
loop:
- '{{ _firewall_services[app_service] | default(_firewall_services[''default''])
    }}'
when: app_firewall_service
",0.7250840067863464,0.21783451334129128
854,GPL-3.0-only,data/repos/methorz/certbot/tasks/setup-variables.yml,https://old-galaxy.ansible.com/methorz/certbot,certbot,name: FACTS - Define certbot package,11,methorz,"set_fact:
  certbot_package: certbot
when: certbot_package is not defined
","name: FACTS - Define certbot package name.

Answer: set_fact:
  certbot_package: certbot
when: certbot_package is not defined
",0.9040899276733398,0.5822835452693599
855,,data/repos/wagawo/docker_compose_pi/tasks/main.yml,https://old-galaxy.ansible.com/wagawo/docker_compose_pi,docker_compose_pi,name: Make,13,wagawo,"make:
  chdir: /tmp/compose
","name: Make sure the packages are installed (Debian)

Answer: apt:
  name: ''
  state: present
when: ansible_os_family == ""Debian""
",0.6569181084632874,0.043319269053335815
856,"Apache-2.0-Short,Apache-2.0",data/repos/luzifer-ansible/docker-compose/tasks/main.yml,https://old-galaxy.ansible.com/luzifer-ansible/docker-compose,docker-compose,name: Deactivate docker-clean timer,25,luzifer-ansible,"systemd:
  name: docker-clean.timer
  daemon_reload: true
  enabled: false
  state: stopped
ignore_errors: true
when: not docker_compose_add_cleanjob
","name: Deactivate docker-clean timer

Answer: ansible.builtin.cron:
  name: docker-clean
  special_time: daily
  job: /usr/bin/docker ps -q --no-trunc --no-trunc --filter=name=docker
  user: root
  state: absent
",0.727878749370575,0.31862065340041107
857,MIT,data/repos/verseczi/tinypilot/tasks/install_usb_gadget.yml,https://old-galaxy.ansible.com/verseczi/tinypilot,tinypilot,name: enable dwc2 driver in boot config,23,verseczi,"lineinfile:
  path: /boot/config.txt
  create: false
  line: dtoverlay=dwc2
when: boot_config_stat.stat.exists
","name: enable dwc2 driver in boot config

Answer: lineinfile:
  dest: /etc/default/grub
  regexp: ^GRUB_CMDLINE_LINUX_DEFAULT=""(.*?)zswap\.max_pool_percent=[0-9]+(.*?)""
  line: GRUB_CMDLINE_LINUX_DEFAULT=""\1zswap.max_pool_percent=20\2""
  backrefs: true
notify:
- update-grub
",0.7116060853004456,0.1683118646902132
858,,data/repos/albanandrieu/logstash-settings/tasks/main.yml,https://old-galaxy.ansible.com/albanandrieu/logstash-settings,logstash-settings,name: Create Logstash configuration file for tomcat syslog.,9,albanandrieu,"template:
  src: 04-local-tomcat-input.conf.j2
  dest: /etc/logstash/conf.d/04-local-tomcat-input.conf
  owner: root
  group: root
  mode: 420
when: logstash_monitor_tomcat_enabled
notify: restart logstash
","name: Create Logstash configuration file for tomcat syslog.

Answer: become: true
template:
  src:.j2
  dest: /etc/logstash/conf.d/
with_items:
- 01-inputs.conf
- 10-filters.conf
- 90-outputs.conf
notify:
- restart logstash
when: sansible_logstash_etc_enabled | bool
",0.8263806700706482,0.4671643921464315
859,,data/repos/amonapp/amonagent/tasks/setup_debian.yml,https://old-galaxy.ansible.com/amonapp/amonagent,amonagent,name: Add repository - Debian/Ubuntu,22,amonapp,"apt_repository:
  repo: deb https://packages.amon.cx/repo amon contrib
  state: present
  filename: amonagent
","name: Add repository - Debian/Ubuntu

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  filename: azure-cli
  state: present
  update_cache: true
when: ansible_os_family == 'Debian'
",0.7817637324333191,0.356697333937538
860,,data/repos/cecepm/python/tasks/main.yml,https://old-galaxy.ansible.com/cecepm/python,python,name: ensure python packages is installed,14,cecepm,"apt: name= state=installed
with_items:
- python
- python-dev
- python-pip
- python-setuptools
- python-virtualenv
- virtualenvwrapper
sudo: true
","name: ensure python packages is installed

Answer: yum:
  name: ''
  state: present
with_items:
- python-devel
- python-pip
- python-setuptools
- python-virtualenv
",0.8910093307495117,0.641808207135572
861,,data/repos/hubzhangxj/percona/tasks/test_mysql.yml,https://old-galaxy.ansible.com/hubzhangxj/percona,percona,name: Kill alisql server on ARM64 Server,15,hubzhangxj,"shell: ps -ef | grep mysql | grep -v grep | awk '{print ""kill -9 "" $2}' | sh &
","name: Kill alisql server on ARM64 Server

Answer: shell: ps -ef | grep '[a]lisa[s]ql' | awk '{print $2}' | grep -v root |xargs kill
",0.8135944604873657,0.4293063447853467
862,,data/repos/pgporada/rkt/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/pgporada/rkt,rkt,name: Stat rkt,18,pgporada,"stat:
  path: rkt-v1.15.0/rkt
register: foo_stat
","name: Stat rkt

Answer: stat:
  path: /usr/bin/rkt
register: rkt_binary
",0.8157033324241638,0.4380507132360666
863,,data/repos/nabilbendafi/psplibraries/tasks/libpng.yml,https://old-galaxy.ansible.com/nabilbendafi/psplibraries,psplibraries,name: Configure libpng-1.5.7,14,nabilbendafi,"shell: ./configure --host=psp --prefix=
args:
  chdir: /tmp//libpng-1.5.7
  creates: /tmp//libpng-1.5.7/Makefile
environment:
  LDFLAGS: -L/lib -L/lib -lc -lpspuser
  LIBS: -lc -lpspuser
  PATH: :/bin
","name: Configure libpng-1.5.7

Answer: ansible.builtin.import_tasks: png-config.yml
when:
- ansible_facts['os_family'] == ""RedHat""
",0.7111153602600098,0.16762249057243778
864,,data/repos/shweta0318/test/tasks/main.yml,https://old-galaxy.ansible.com/shweta0318/test,test,name: install,8,shweta0318,"yum:
  name: httpd
  state: latest
notify: restart httpd
","name: install_base_soft | update facts.

Answer: ansible.builtin.set_fact:
  base_soft_list: bash-completionbcmailxcurldstatgitgit-coregnupghtopiotopiperf3lrzszlsoflynxmcmtrpython-pycurlpython3-pippython3-wheelpython3-setuptoolsrsyncscreensysstattcpdumptelnettmuxtreeunzipvimwgetzlib
when: ansible_os_family == 'RedHat'
",0.6215618848800659,0.053235820688735974
