,input,output,org_name,repo_name,license,path,download_link,download_count,starcoder-response,codebertscore,bleuscore
1270,name: Install Vim and plugin dependancies (Ubuntu 22.04),"apt:
  name:
  - build-essential
  - cmake
  - golang
  - default-jdk
  - python3
  - python3-pip
  - vim
  - npm
  - mono-devel
become: true
",mictram,vim,MIT,data/repos/mictram/vim/tasks/install_Ubuntu-22.04.yml,https://old-galaxy.ansible.com/mictram/vim,37,"name: Install Vim and plugin dependancies (Ubuntu 22.04)

Answer: apt:
  name:
  - vim
  - vim-gnome
  - silversearcher-ag
  state: present
when: ansible_distribution == 'Ubuntu' and ansible_distribution_version == '22.04'
",0.7539840936660767,0.22672504414076936
1271,name: Install the required packages in Debian derivatives,"apt: name=ntp state=installed
when: ansible_os_family == 'Debian'
tags:
- package
- ntp
",iomz,ntp,,data/repos/iomz/ntp/tasks/main.yml,https://old-galaxy.ansible.com/iomz/ntp,1023,"name: Install the required packages in Debian derivatives

Answer: apt:
  name:
  - apt-transport-https
  - ca-certificates
  - curl
  - gnupg2
  - software-properties-common
  state: present
register: result
until: result is success
retries: 5
delay: 5
changed_when: false
when:
- ansible_facts['os_family'] == ""Debian""
- not ansible_check_mode
- unified is not variable_empty
",0.7426586747169495,0.15288565982539473
1272,"name: ""\u89E3\u538Bredis\u5B89\u88C5\u5305""","unarchive:
  src: /tmp/redis.tar.gz
  dest: /redis/src
  remote_src: true
  extra_opts:
  - --strip-components=1
",wms_ansible,redis,,data/repos/wms_ansible/redis/tasks/compile-install-redis.yml,https://old-galaxy.ansible.com/wms_ansible/redis,52,"name: ""\u89E3\u538Bredis\u5B89\u88C5\u5305""

Answer: service:
  name: redis-server
  state: started
  enabled: true
",0.6618626117706299,0.2435668415892039
1273,name: Add expect installation script for Artisan,"template: src=artisan_expect.exp.j2 dest=/opt/snipe-it/artisan_expect.exp mode=0755
",gr360ry,snipe-it,MIT,data/repos/gr360ry/snipe-it/tasks/main.yml,https://old-galaxy.ansible.com/gr360ry/snipe-it,42,"name: Add expect installation script for Artisan

Answer: template:
  src: expect.sh.j2
  dest: /usr/local/bin/expect.sh
  mode: 493
",0.7994179725646973,0.29451052871537065
1274,name: Checking Domain Join status,"command: id ""ADMDOMAIN""
register: ad_status
changed_when: false
ignore_errors: true
",mahdi22,linux_joindomain,"Apache-2.0-Short,Apache-2.0",data/repos/mahdi22/linux_joindomain/tasks/RedHat.yml,https://old-galaxy.ansible.com/mahdi22/linux_joindomain,990,"name: Checking Domain Join status

Answer: command: wmic path Win32_ComputerSystem get DomainRole
register: domain_status
changed_when: false
failed_when: false
",0.7648563385009766,0.3084666321890357
1275,name: install logstash,"yum: name=logstash state=present
",jeqo,elastic-logstash,MIT,data/repos/jeqo/elastic-logstash/tasks/install-logstash.yml,https://old-galaxy.ansible.com/jeqo/elastic-logstash,19,"name: install logstash

Answer: apt:
  name: logstash=1:1.4.2-1
  state: present
",0.7945706844329834,0.2677442569842693
1276,name: Configuration | Configure Authkeys,"import_tasks: authkeys.yml
",jphetphoumy,ansible-role-heartbeat,,data/repos/jphetphoumy/ansible-role-heartbeat/tasks/main.yml,https://old-galaxy.ansible.com/jphetphoumy/ansible-role-heartbeat,11,"name: Configuration | Configure Authkeys

Answer: template: src=etc/authkeys.j2 dest=/etc/authkeys owner=root group=root mode=0644
notify: restart exim4
tags:
- exim4-conf
",0.6750744581222534,0.0652187728175877
1277,name: Install,"become: true
ansible.builtin.apt:
  name: docker-cedocker-ce-clicontainerd.io
  state: present
notify: Restart Docker
",artis3n,docker,MIT,data/repos/artis3n/docker/tasks/main.yml,https://old-galaxy.ansible.com/artis3n/docker,1127,"name: Install the required packages

Answer: ansible.builtin.yum:
  name:
  - yum-utils
  - device-mapper-persistent-data
  - lvm2
  state: present
",0.7679973244667053,0.37221614989857826
1278,name: create rabbitmq mig vhost,"rabbitmq_vhost: name=""mig"" state=present
",juju4,mig_rabbitmq,BSD-2-Clause,data/repos/juju4/mig_rabbitmq/tasks/rabbitmq-configure.yml,https://old-galaxy.ansible.com/juju4/mig_rabbitmq,34,"name: create rabbitmq mig vhost

Answer: rabbitmq_vhost:
  name: ''
  state: present
with_items: ''
",0.8373445868492126,0.2962901924684038
1279,name: Check if MongoDB port is already configured,"shell: semanage port -l | grep 27017
register: mongo_port
changed_when: '''mongod_port_t'' not in mongo_port.stdout or '' 27017,'' not in mongo_port.stdout'
",crystalplanet,mongodb,MIT,data/repos/crystalplanet/mongodb/tasks/main.yml,https://old-galaxy.ansible.com/crystalplanet/mongodb,32,"name: Check if MongoDB port is already configured

Answer: ansible.builtin.command:
  cmd: grep port /etc/mongod.conf
register: mongodb_config
changed_when: false
failed_when: false
",0.7578953504562378,0.3208575824677682
1280,name: Untar Prometheus Nginx Exporter tarball,"become: true
unarchive:
  src: /tmp/nginx_exporter_v0.1.0_linux_amd64.tar.gz
  dest: /home/prometheus/prometheus_nginx_exporter
  owner: prometheus
  group: prometheus
  remote_src: true
",sansible,prometheus_nginx_exporter,MIT,data/repos/sansible/prometheus_nginx_exporter/tasks/build.yml,https://old-galaxy.ansible.com/sansible/prometheus_nginx_exporter,399,"name: Untar Prometheus Nginx Exporter tarball

Answer: unarchive:
  src: /tmp/nginx-exporter-{{ nginx_exporter_version }}.{{ nginx_exporter_platform_suffix
    }}.tar.gz
  dest: /opt/prometheus/nginx-exporter
  remote_src: true
  owner: prometheus
  group: prometheus
  mode: 493
",0.8680482506752014,0.5448266575724968
1281,name: Check if current release exists,"shell: readlink ""/current""
register: checking_result
ignore_errors: true
",jkanclerz,deploy-rollback,,data/repos/jkanclerz/deploy-rollback/tasks/register_variables.yml,https://old-galaxy.ansible.com/jkanclerz/deploy-rollback,58,"name: Check if current release exists

Answer: stat:
  path: '{{ thanos_root_dir }}/dist/thanos-{{ thanos_version }}.{{ thanos_platform
    }}'
register: thanos_release
",0.6803714632987976,0.16397956146069595
1282,name: Set cas_installer_bin,"set_fact:
  cas_installer_bin: /tmp/
",lean_delivery,endeca_cas,"Apache-2.0-Short,Apache-2.0",data/repos/lean_delivery/endeca_cas/tasks/install-cas.yml,https://old-galaxy.ansible.com/lean_delivery/endeca_cas,132,"name: Set cas_installer_bin fact

Answer: set_fact:
  cas_installer_bin: /tmp/cas-client-linux-{{ cas_client_arch }}-v{{ cas_client_version
    }}
",0.8362913131713867,0.2386247492934008
1283,name: Install nfs-client-provisioner,"command: /usr/local/bin/helm install --values ~/nfs-client-provisioner_values.yml
  --name nfs-client-provisioner stable/nfs-client-provisioner
register: result
",ernestomedina17,ansible_role_kube_devops_tools,,data/repos/ernestomedina17/ansible_role_kube_devops_tools/tasks/main.yml,https://old-galaxy.ansible.com/ernestomedina17/ansible_role_kube_devops_tools,89,"name: Install nfs-client-provisioner

Answer: include_tasks: nfs-client-provisioner.yml
",0.8593305945396423,0.3110352778845123
1284,name: polkadot session management,"include_tasks: session.yml
",sudoblock,polkadot_validator,,data/repos/sudoblock/polkadot_validator/tasks/main.yml,https://old-galaxy.ansible.com/sudoblock/polkadot_validator,12,"name: polkadot session management

Answer: include_tasks: session.yml
",0.8442058563232422,0.37195412470729194
1285,name: Set rubygems package name for Ubuntu 14.04.,"set_fact:
  ruby_rubygems_package_name: rubygems-integration
when:
- ansible_distribution == 'Ubuntu'
- ansible_distribution_release == 'trusty'
",nycrecords,ruby,MIT,data/repos/nycrecords/ruby/tasks/setup-Debian.yml,https://old-galaxy.ansible.com/nycrecords/ruby,12,"name: Set rubygems package name for Ubuntu 14.04.

Answer: ansible.builtin.set_fact:
  rubygems_package_name: rubygems2.7
when: ansible_distribution == ""Ubuntu"" and ansible_distribution_version is version('14.04',
  '>=')
",0.8531284332275391,0.4791530631643213
1286,name: Ensure that firewalld is started and enabled,"service:
  name: firewalld
  state: started
  enabled: true
become: true
",fikipollo,nat_router,,data/repos/fikipollo/nat_router/tasks/firewalld.yml,https://old-galaxy.ansible.com/fikipollo/nat_router,110,"name: Ensure that firewalld is started and enabled

Answer: service:
  name: firewalld
  state: started
  enabled: true
",0.871246874332428,0.5300850016950239
1287,name: ROOK Bootstrap - Install pip if necessary,"when: ansible_python.version.major == 3
package:
  name: python3-pip
  state: present
tags: prereq
",ericbaum,ansible_rook,GPL-3.0-only,data/repos/ericbaum/ansible_rook/tasks/main.yml,https://old-galaxy.ansible.com/ericbaum/ansible_rook,38,"name: ROOK Bootstrap - Install pip if necessary

Answer: pip:
  name: pip
  state: present
",0.75914067029953,0.3879111987663238
1288,name: os-specific tasks,"include: install-.yml
",remyma,elasticstack-logstash,,data/repos/remyma/elasticstack-logstash/tasks/main.yml,https://old-galaxy.ansible.com/remyma/elasticstack-logstash,22,"name: os-specific tasks

Answer: include_tasks: os-specific.yml
",0.7517359852790833,0.19728428081553173
1289,name: Create MySQL user,"mysql_user:
  name: ''
  password: ''
  host: localhost
  state: present
  login_user: root
  login_password: ''
  priv: .*:ALL
  login_unix_socket: /var/run/mysqld/mysqld.sock
",dreddmorg879,ansible_role_wordpress,,data/repos/dreddmorg879/ansible_role_wordpress/tasks/main.yml,https://old-galaxy.ansible.com/dreddmorg879/ansible_role_wordpress,1,"name: Create MySQL user

Answer: mysql_user:
  name: ''
  password: ''
  priv: '*.*:ALL'
  login_unix_socket: /var/run/mysqld/mysqld.sock
  state: present
",0.913936972618103,0.6980108589586175
1290,name: Install Jenkins,"apt:
  name: jenkins
  update_cache: true
  install_recommends: false
",suzuki-shunsuke,jenkins-ubuntu,MIT,data/repos/suzuki-shunsuke/jenkins-ubuntu/tasks/main.yml,https://old-galaxy.ansible.com/suzuki-shunsuke/jenkins-ubuntu,55,"name: Install Jenkins

Answer: ansible.builtin.package:
  name: jenkins
  state: present
",0.7681066393852234,0.36433418246723415
1291,name: install necessary packages,"package:
  name: php{{ php_fpm_php_version }}-fpm
  state: present
register: php_fpm_register_packages_installed
until: php_fpm_register_packages_installed is success
retries: 3
delay: 2
when: ansible_distribution == 'RedHat'
",adfinis-sygroup,php_fpm,GPL-3.0-only,data/repos/adfinis-sygroup/php_fpm/tasks/installation.yml,https://old-galaxy.ansible.com/adfinis-sygroup/php_fpm,3002,"name: install necessary packages

Answer: become: true
package:
  name: ''
  state: present
with_items:
- unzip
tags:
- packages
",0.7238438129425049,0.2520516554319412
1292,name: Verifica se diretorio /opt/site/admin existe,"stat:
  path: /opt/site/admin
register: site_directory
",thaygneel,nfs_server,,data/repos/thaygneel/nfs_server/tasks/configure.yml,https://old-galaxy.ansible.com/thaygneel/nfs_server,10,"name: Verifica se diretorio /opt/site/admin existe

Answer: file:
  path: /opt/site/admin
  state: directory
  owner: apache
  group: apache
  mode: 493
",0.8016939163208008,0.28601754204061347
1293,name: Configure Lets Encrypt renew cron job,"become: true
cron:
  name: Renew Lets Encrypt certificates
  weekday: 0
  job: certbot renew
",practical-ansible,certbot,,data/repos/practical-ansible/certbot/tasks/main.yml,https://old-galaxy.ansible.com/practical-ansible/certbot,784,"name: Configure Lets Encrypt renew cron job

Answer: cron:
  name: Lets Encrypt renewal
  minute: '30'
  hour: '15'
  job: /usr/local/bin/certbot renew --non-interactive --post-hook'systemctl reload
    nginx'
when: certbot_ci_build == false
",0.7665228843688965,0.2511783544084832
1294,name: include os specific variables,"include_vars: ''
with_first_found:
- files:
  - -.yml
  - .yml
  skip: true
tags: vars
",crivetimihai,hashicorp,,data/repos/crivetimihai/hashicorp/tasks/main.yml,https://old-galaxy.ansible.com/crivetimihai/hashicorp,46,"name: include os specific variables

Answer: include_vars: ''
with_first_found:
- _.yml
-.yml
tags:
- role::postfix
- role::postfix:install
- role::postfix:config
",0.8109516501426697,0.3596271360476542
1295,name: Set LANG on Debian systems,"template:
  src: default-locale.j2
  dest: /etc/default/locale
  owner: root
  group: root
  mode: 420
when: ansible_os_family == ""Debian""
notify: restart keyboard-setup
",dthielking,ansible_role_locale,MIT,data/repos/dthielking/ansible_role_locale/tasks/main.yml,https://old-galaxy.ansible.com/dthielking/ansible_role_locale,14,"name: Set LANG on Debian systems

Answer: become: true
lineinfile:
  dest: /etc/default/locale
  regexp: ^LANG=
  line: LANG=""en_US.UTF-8""
  state: present
when: ansible_distribution == 'Debian'
",0.781765878200531,0.40365584679283134
1296,name: enabling kubelet,"service:
  name: kubelet
  state: started
  enabled: true
",guptaadi123,k8s_master_multi_cloud,,data/repos/guptaadi123/k8s_master_multi_cloud/tasks/main.yml,https://old-galaxy.ansible.com/guptaadi123/k8s_master_multi_cloud,9,"name: enabling kubelet service

Answer: systemd:
  name: kubelet
  enabled: true
  daemon_reload: true
",0.8349973559379578,0.43359622728790803
1297,name: restarting sysctl,"command: sysctl --system
",aman_rathi1,kubernetes,,data/repos/aman_rathi1/kubernetes/kube_cluster/tasks/main.yml,https://old-galaxy.ansible.com/aman_rathi1/kubernetes,28,"name: restarting sysctl

Answer: sysctl:
  name: ''
  value: ''
  state: present
  reload: true
with_dict: '{}'
when: sysctl_items is defined
",0.7298510074615479,0.07665815319776267
1298,name: check java_home,"debug:
  msg: '{{ lookup(''env'',''JAVA_HOME'') }}'
",srikarkulkarni,java8,,data/repos/srikarkulkarni/java8/tasks/main.yml,https://old-galaxy.ansible.com/srikarkulkarni/java8,19,"name: check java_home

Answer: stat:
  path: /usr/java/latest
register: java_home
",0.7373237609863281,0.04624569597923611
1299,name: Download glide if requested,"become: true
become_method: sudo
get_url:
  url: https://glide.sh//get
  dest: /usr/local/src/get
when: ansible_golang_install_glide | bool
",dieswaytoofast,golang,,data/repos/dieswaytoofast/golang/tasks/main.yml,https://old-galaxy.ansible.com/dieswaytoofast/golang,21,"name: Download glide if requested

Answer: get_url:
  url: https://glide.sh/get
  dest: /usr/local/bin/glide
  mode: 493
when: glide_version_requested.changed
",0.8355519771575928,0.5007275276376818
1300,name: Node.js | Run setup script if node.js isn't installed,"shell: ./rpm_setup chdir=""/opt/lets-chat/tmp/""
when: nodejs_check.stdout.find('is not installed') != -1
",ken24,lets-chat,MIT,data/repos/ken24/lets-chat/tasks/yum_nodejs.yml,https://old-galaxy.ansible.com/ken24/lets-chat,15,"name: Node.js | Run setup script if node.js isn't installed yet

Answer: shell: /tmp/node-v{{nodejs_version}}-{{ansible_system|lower}}-x{{ansible_userspace_bits|replace('32','86')}}/setup.sh
when: not nodejs_bin.stat.exists
",0.7486878037452698,0.2187982487110197
1301,name: download...,"become: true
become_user: root
get_url:
  url: '{{ virtletctl_mirror }}/{{ virtletctl_ver }}/virtletctl'
  dest: '{{ virtletctl_install_dir }}/{{ virtletctl_versioned_exe }}'
  checksum: '{{ virtletctl_checksums[virtletctl_ver][virtletctl_platform] }}'
  mode: 493
",andrewrothstein,virtletctl,MIT,data/repos/andrewrothstein/virtletctl/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/virtletctl,11,"name: download...

Answer: become: true
become_user: root
get_url:
  url: https://github.com/mackerelio/mackerel-agent/releases/download/v{{ mackerel_version
    }}/mackerel-agent-v{{ mackerel_version }}-linux-amd64.tar.gz
  dest: /tmp/mackerel-agent-v{{ mackerel_version }}-linux-amd64.tar.gz
  checksum: sha256:https://github.com/mackerelio/mackerel-agent/releases/download/v{{
    mackerel_version }}/mackerel-agent-v{{ mackerel_version }}-linux-amd64.tar.gz.sha256
",0.7617595195770264,0.24739324910932808
1302,name: SCORED | 19.7.7.3 | PATCH | L2 Ensure Do not use diagnostic data for tailored,"  experiences is set to Enabled
block:
- name: SCORED | 19.7.7.3 | PATCH | L2 Ensure Do not use diagnostic data for tailored
    experiences is set to Enabled
  win_regedit:
    path: HKU:\.DEFAULT\Software\Policies\Microsoft\Windows\CloudContent
    name: DisableTailoredExperiencesWithDiagnosticData
    data: 1
    type: dword
- name: SCORED | 19.7.7.3 | PATCH | L2 Ensure Do not use diagnostic data for tailored
    experiences is set to Enabled
  win_regedit:
    path: HKCU:\Software\Policies\Microsoft\Windows\CloudContent
    name: DisableTailoredExperiencesWithDiagnosticData
    data: 1
    type: dword
when: rule_19_7_7_3
tags:
- level2
- rule_19.7.7.3
- patch
",mindpointgroup,windows_2016_cis,MIT,data/repos/mindpointgroup/windows_2016_cis/tasks/section19.yml,https://old-galaxy.ansible.com/mindpointgroup/windows_2016_cis,744,"name: SCORED | 19.7.7.3 | PATCH | L2 Ensure Do not use diagnostic data for tailored

Answer:   experiences is set to Enabled
win_regedit:
  path: HKLM:\Software\Policies\Microsoft\Windows\Cloudcontent
  name: DisableTailoredExperiences
  data: 1
  type: dword
when: rule_19_7_7_3
tags:
- level2
- rule_19.7.7.3
- patch
",0.8828200697898865,0.31377122098319365
