,org_name,license,input,path,output,repo_name,download_count,download_link,starcoder-response,codebertscore,bleuscore
874,marvinpinto,,name: Load the rsyslog imfile module,data/repos/marvinpinto/htpc/tasks/main.yml,"lineinfile:
  dest: /etc/rsyslog.conf
  state: present
  regexp: ^\$ModLoad imfile
  line: $ModLoad imfile
  insertbefore: ^\$IncludeConfig
notify: restart-ansible-role-htpc-rsyslog
",htpc,49,https://old-galaxy.ansible.com/marvinpinto/htpc,"name: Load the rsyslog imfile module

Answer: shell: /etc/init.d/rsyslog start
when: imfile_service_state == ""started""
",0.7552551627159119,0.256102014136469
875,streamsets,"Apache-2.0-Short,Apache-2.0",name: Deploy LDAP config,data/repos/streamsets/datacollector/tasks/main.yml,"become_user: sdc
template: dest=""/etc/{{ sdc_instance }}/"" src="".j2"" owner=""sdc"" group=""sdc"" mode=400
with_items:
- ldap-login.conf
- ldap-bind-password.txt
notify: Restart sdc
when: http_authentication_login_module == ""ldap""
",datacollector,20,https://old-galaxy.ansible.com/streamsets/datacollector,"name: Deploy LDAP config

Answer: template:
  src: etc/ldap/ldap.conf.j2
  dest: /etc/ldap/ldap.conf
  owner: root
  group: root
  mode: 420
notify:
- restart openldap
",0.8225966095924377,0.2875794078597934
876,natbusa,MIT,name: jupyterhub config - (PAM) set sessions policy,data/repos/natbusa/centos-jupyterhub/tasks/main.yml,"lineinfile: dest=/etc/jupyterhub/jupyterhub_config.py line=""c.PAMAuthenticator.open_sessions
  = False""
",centos-jupyterhub,29,https://old-galaxy.ansible.com/natbusa/centos-jupyterhub,"name: jupyterhub config - (PAM) set sessions policy

Answer: become: true
lineinfile:
  dest: /etc/pam.d/jupyterhub
  regexp: ^session required pam_limits.so
  line: session required pam_limits.so
  state: present
",0.8203963041305542,0.2715029787244937
877,superlumic,,name: increase shared memory max,data/repos/superlumic/superlumic-postgresql/tasks/main.yml,"become: true
sysctl: name=kern.sysv.shmmax value=524288000 state=present reload=no sysctl_set=yes
",superlumic-postgresql,42,https://old-galaxy.ansible.com/superlumic/superlumic-postgresql,"name: increase shared memory max

Answer: lineinfile:
  path: /etc/sysctl.conf
  regexp: ^#?vm.max_map_count
  line: vm.max_map_count = 262144
  state: present
notify: reload sysctl
",0.7407894134521484,0.21318717447858412
878,idealista,Apache-2.0-Short,name: REDIS | Extract sources,data/repos/idealista/redis_role/tasks/install.yml,"unarchive:
  copy: false
  src: /tmp/redis-5.0.5.tar.gz
  dest: /tmp
when: not redis_is_installed or redis_install_new_version
",redis_role,12084,https://old-galaxy.ansible.com/idealista/redis_role,"name: REDIS | Extract sources

Answer: unarchive:
  src: /tmp/redis-5.0.5.tar.gz
  dest: /usr/src
  copy: false
  creates: /usr/src/redis-5.0.5/src/server/redis.conf
  owner: redis
  group: redis
  mode: 493
when: not redis_is_installed or redis_install_new_version
",0.8908204436302185,0.46013461412236323
879,km4rcus,MIT,name: configure munge,data/repos/km4rcus/ophidia/tasks/slurm.yml,"action: copy src=etc/munge/munge.key dest=/etc/munge/munge.key owner=munge group=munge
  mode=0400
tags: slurm
",ophidia,13,https://old-galaxy.ansible.com/km4rcus/ophidia,"name: configure munge

Answer: template:
  src: munge.conf.j2
  dest: /etc/munge/munge.conf
  owner: root
  group: root
  mode: 420
notify: restart munge
",0.8412756323814392,0.36890102082659587
880,tansudasli,"Apache-2.0-Short,Apache-2.0","name: user - Add as sudoers, generate ssh-key",data/repos/tansudasli/gcp_basic_configurations/tasks/main.yml,"user:
  name: ''
  shell: /bin/bash
  groups: ''
  append: true
  generate_ssh_key: true
  ssh_key_type: ''
  ssh_key_file: .ssh/id_rsa
  ssh_key_bits: 4096
with_dict: '{''xxx'': {''type'': ''rsa'', ''file'': ''/home/xxx/.ssh/id_rsa'', ''groups'':
  ''google-sudoers,adm''}}'
",gcp_basic_configurations,35,https://old-galaxy.ansible.com/tansudasli/gcp_basic_configurations,"name: user - Add as sudoers, generate ssh-key

Answer: user:
  name: ''
  groups: sudo
  append: true
with_items:
- root
- docker
- docker-group
- docker-libselinux
- docker-user
- docker-user-ns
- docker-user-ns-libselinux
- docker-x11-vnc-proxy
- systemd-journal-flush
- systemd-journal-gateway
- systemd-journal-remote
- systemd-journal-remote-console
- systemd-journal-remote-console-gateway
- systemd-journal-remote-console-gateway-console
- systemd-journal-remote-console-gateway-console-gateway
- systemd-journal-remote-console-gateway-console-user
- systemd-journal-remote-console-user
- systemd-journal-remote-console-user-console
- systemd-journal-remote-console-user-console-gateway
- systemd-journal-remote-console-user-console-gateway-console
- systemd-journal-remote-console-user-console-gateway-console-gateway
- systemd-journal-remote-console-user-console-gateway-console-user
- systemd-journal-remote-console-user-user
- systemd-journal-remote-console-user-user-console
- systemd-journal-remote-console-user-user-console-gateway
- systemd-journal-remote-console-user-user-console-gateway-console
- systemd-journal-remote-console-user-user-console-gateway-console-gateway
- systemd-journal-remote-console-user-user-console-gateway-console-user
- systemd-journal-remote-console-user-user-user
- systemd-journal-remote-console-user-user-user-console
- systemd-journal-remote-console-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-console-user
- systemd-journal-remote-console-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-console-user
- systemd-journal-remote-console-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-user-console
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-user-console-gateway
- systemd-journal-remote-console-user-user-user-user-user-user-user-user-user-user-user-user-user",0.645262598991394,0.027783988105178292
881,joergfiedler,,name: Copy pf configuration (nat rules),data/repos/joergfiedler/freebsd-jailed-wordpress/tasks/pf.yml,"template:
  backup: ''
  src: pf.anchor.nat-jail.conf.j2
  dest: /etc/pf.anchor.nat-jail.-wordpress.conf
notify:
- Reload pf
",freebsd-jailed-wordpress,69,https://old-galaxy.ansible.com/joergfiedler/freebsd-jailed-wordpress,"name: Copy pf configuration (nat rules)

Answer: template:
  src: nat.conf.j2
  dest: /etc/pf.d/nat.conf
  owner: root
  group: root
  mode: 420
notify: restart pf
",0.8212537169456482,0.40187626489322775
882,hxpro,WTFPL,name: LE payload root folder,data/repos/hxpro/nginx/tasks/config.yml,"file:
  dest: ''
  state: directory
  mode: '0755'
when: le_payload_root is defined
",nginx,364,https://old-galaxy.ansible.com/hxpro/nginx,"name: LE payload root folder

Answer: file:
  path: /tmp/payload
  state: directory
",0.7889046669006348,0.48310840371005653
883,suryasankar,,name: Installing apache2-utils for setting up basic auth,data/repos/suryasankar/elk_on_debian/tasks/setup_nginx_for_kibana.yml,"apt: name=apache2-utils
",elk_on_debian,41,https://old-galaxy.ansible.com/suryasankar/elk_on_debian,"name: Installing apache2-utils for setting up basic auth

Answer: apt: name=apache2-utils state=present
",0.836912214756012,0.2117253092343824
884,bersace,,name: create unit dir,data/repos/bersace/jenkins-epo/tasks/main.yml,"become: true
file:
  path: /etc/systemd/system/jenkins-epo.service.d/
  mode: 448
  state: directory
",jenkins-epo,171,https://old-galaxy.ansible.com/bersace/jenkins-epo,"name: create unit dir

Answer: become: true
file:
  path: /etc/systemd/system/
  state: directory
  mode: 493
with_items:
- zookeeper
",0.8235035538673401,0.58634144681559
885,lytol,MIT,name: Create rbenv user,data/repos/lytol/rbenv/tasks/main.yml,"user: name=rbenv shell=/bin/bash
",rbenv,22,https://old-galaxy.ansible.com/lytol/rbenv,"name: Create rbenv user

Answer: user:
  name: '{{ ansible_env.USER }}'
  shell: /bin/bash
  createhome: false
",0.8244888186454773,0.22360861786839514
886,vicyap,,name: Install golang,data/repos/vicyap/tusd/tasks/main.yml,"include_role:
  name: joshualund.golang
vars:
  set_go_path: false
",tusd,13,https://old-galaxy.ansible.com/vicyap/tusd,"name: Install golang

Answer: ansible.builtin.package:
  name: golang
  state: present
",0.7368482351303101,0.2757054366505846
887,pedro-gutierrez,,name: Delete  service,data/repos/pedro-gutierrez/k-service/tasks/main.yml,"shell: kubectl delete service  --namespace=
ignore_errors: true
when: with_list is not defined
",k-service,53,https://old-galaxy.ansible.com/pedro-gutierrez/k-service,"name: Delete  service account key

Answer: file:
  path: /opt/aws-tools/
  state: absent
with_items:
-.aws-tools
-.aws-tools/session
",0.6720144152641296,0.20906772559195486
888,abaez,BSD-2-Clause,name: development installs,data/repos/abaez/common/tasks/os_family/Suse.yml,"zypper: name= type=pattern state=present
with_items:
- devel_C_C++
",common,129,https://old-galaxy.ansible.com/abaez/common,"name: development installs

Answer: ansible.builtin.package:
  name:
  - git
  - python3-pip
  - python3-dev
  - python3-setuptools
  - python3-wheel
  - python3-virtualenv
  state: present
become: true
",0.6937121748924255,0.12831557206067418
889,silvemerson,GPL-3.0-only,"name: ""Criando usu\xE1rio Alertmanager""",data/repos/silvemerson/monitoring_stack_ansible/tasks/create_user.yml,"user:
  name: alertmanager
  shell: /sbin/nologin
  append: true
  state: present
become: true
",monitoring_stack_ansible,13,https://old-galaxy.ansible.com/silvemerson/monitoring_stack_ansible,"name: ""Criando usu\xE1rio Alertmanager""

Answer: user:
  name: alertmanager
  group: alertmanager
  shell: /sbin/nologin
  createhome: false
  state: present
tags:
- users
",0.8224726915359497,0.4450433336347683
890,thomaslorentsen,,name: install global git config template,data/repos/thomaslorentsen/ansible-git-client/tasks/main.yml,"template:
  src: gitconfig
  dest: ~/.gitconfig
  validate: git config -f %s --list
",ansible-git-client,12213,https://old-galaxy.ansible.com/thomaslorentsen/ansible-git-client,"name: install global git config template

Answer: template:
  src: gitconfig.j2
  dest: ~/.gitconfig
  owner: ''
  group: ''
  mode: 420
",0.7860435247421265,0.4622239830780646
891,ngine_io,,name: Enable monitor check uptime in check mode,data/repos/ngine_io/pingping/integration/targets/pingping_check/tasks/tests.yml,"ngine_io.pingping.check:
  name: uptime
  monitor: -monitor
  state: enabled
register: res
check_mode: true
",pingping,134,https://old-galaxy.ansible.com/ngine_io/pingping,"name: Enable monitor check uptime in check mode

Answer: ansible.builtin.lineinfile:
  path: /etc/newrelic-infra/newrelic-infra.yml
  regexp: ^monitor_uptime:
  line: monitor_uptime: 'true'
  mode: '0644'
when: newrelic_infra_monitor_uptime | bool
",0.7159281373023987,0.2304439144458985
892,shestera,MIT,name: Set swappiness.,data/repos/shestera/swap/tasks/enable.yml,"sysctl:
  name: vm.swappiness
  value: '60'
  state: present
",swap,17,https://old-galaxy.ansible.com/shestera/swap,"name: Set swappiness.

Answer: sysctl:
  name: vm.swappiness
  value: '60'
  state: present
  reload: true
",0.8853781223297119,0.5639131243120816
893,fogartyp,,name: Clean up yum.,data/repos/fogartyp/rhel/tasks/main.yml,"command: yum clean all
",rhel,47,https://old-galaxy.ansible.com/fogartyp/rhel,"name: Clean up yum.

Answer: ansible.builtin.yum:
  name: ''
  state: absent
",0.7520932555198669,0.09678585475858344
894,fcastello,MIT,name: Install raspi2 ppa,data/repos/fcastello/raspberrypi_exporter/tasks/main.yml,"apt_repository:
  repo: ppa:ubuntu-raspi2/ppa
when: ansible_distribution | lower == ""ubuntu"" and (ansible_lsb.codename|lower ==
  ""bionic"" or ansible_lsb.codename|lower == ""xenial"" or ansible_lsb.codename|lower
  == ""yakkety"")
",raspberrypi_exporter,240,https://old-galaxy.ansible.com/fcastello/raspberrypi_exporter,"name: Install raspi2 ppa

Answer: apt_repository: repo='ppa:adiscon/raspberry-pi-tools' state=present
",0.7688378095626831,0.12119837223158825
895,v01ddweller,,name: Unarchiving Tomcat 8.5.23 to /opt,data/repos/v01ddweller/tomcat85_install/tasks/main.yml,"unarchive:
  remote_src: true
  src: /tmp/apache-tomcat-8.5.23.tar.gz
  dest: /opt
  owner: tomcat
  group: tomcat
  mode: 493
  creates: /opt/apache-tomcat-8.5.23
",tomcat85_install,19,https://old-galaxy.ansible.com/v01ddweller/tomcat85_install,"name: Unarchiving Tomcat 8.5.23 to /opt

Answer: unarchive:
  src: /tmp/tomcat-8.5.23.tar.gz
  dest: /opt
  remote_src: true
  creates: /opt/tomcat-8.5.23
",0.9058204293251038,0.704531123590558
896,pddg,,name: acng.conf was up-to-date,data/repos/pddg/apt_cacher_ng/tasks/server.yml,"template:
  src: templates/acng.conf.j2
  dest: /etc/apt-cacher-ng/acng.conf
  owner: root
  group: root
  mode: 420
notify: Restart apt-cacher-ng
",apt_cacher_ng,12,https://old-galaxy.ansible.com/pddg/apt_cacher_ng,"name: acng.conf was up-to-date

Answer: ansible.builtin.assert:
  that:
  - acng_conf.stdout | length > 0
  - acng_conf.stdout | length < 1000
",0.7186245322227478,0.22099057788617155
897,leadlineit,,name: Copy fail2ban iptables config file,data/repos/leadlineit/fail2ban/tasks/configure.yml,"ansible.builtin.template:
  src: iptables-ipset-allports.conf.j2
  dest: /etc/fail2ban/action.d/iptables-ipset-allports.conf
  mode: '0640'
  owner: root
  group: root
notify:
- Restart fail2ban service
",fail2ban,23,https://old-galaxy.ansible.com/leadlineit/fail2ban,"name: Copy fail2ban iptables config file

Answer: template:
  src: etc/fail2ban/jail.local
  dest: /etc/fail2ban/jail.local
  owner: root
  group: root
  mode: 420
notify: restart fail2ban
",0.8378668427467346,0.5658053276360135
898,victorbrca,MIT,name: Creates the ubnt group,data/repos/victorbrca/unifi_controller_centos/tasks/main.yml,"group:
  name: ubnt
  system: true
tags:
- install
",unifi_controller_centos,17,https://old-galaxy.ansible.com/victorbrca/unifi_controller_centos,"name: Creates the ubnt group

Answer: group:
  name: ubnt
  state: present
",0.764011561870575,0.37334045287872125
899,hyperfocus1337,,"name: run configure nginx with pagespdy, naxsi and geoip",data/repos/hyperfocus1337/ansible_nginx_role/tasks/compile/naxsi-pagespeed-cachepurge-geoip.yml,"command: ./configure --add-module=/opt/downloads/naxsi/naxsi_src --with-openssl={{
  downloads }}openssl/openssl-OpenSSL_1_1_0f --add-module={{ downloads }}pagespeed/ngx_pagespeed-1.12.34.2-stable
  --add-module={{ downloads }}cachepurge/ --prefix=/etc/nginx --sbin-path=/usr/sbin/nginx
  --conf-path=/etc/nginx/nginx.conf --user=root --group=root --error-log-path={{ nginx_log_path
  }}nginx-error.log --http-log-path={{ nginx_log_path }}nginx-access.log --pid-path=/var/run/nginx.pid
  --lock-path=/var/run/nginx.lock --http-proxy-temp-path=/etc/nginx/temp/proxy_temp
  --http-fastcgi-temp-path=/etc/nginx/temp/fastcgi_temp --http-client-body-temp-path=/etc/nginx/temp/client_body_temp
  --with-http_geoip_module --with-ipv6 --with-http_ssl_module --with-http_gunzip_module
  --with-http_gzip_static_module --with-pcre --with-file-aio --with-http_realip_module
  --with-http_stub_status_module --without-mail_pop3_module --without-mail_smtp_module
  --without-mail_imap_module --without-http_uwsgi_module --without-http_scgi_module
  chdir={{ downloads }}nginx/nginx-1.13.3 creates=/etc/nginx/nginx.conf
",ansible_nginx_role,9,https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,"name: run configure nginx with pagespdy, naxsi and geoip

Answer: command:./configure --with-http_pagespdy-module --with-http_naxsi_module --with-http_geoip_module
  --with-http_ssl_module --with-http_realip_module --with-http_stub_status_module --with-http_v2_module
  --with-http_gunzip_module --with-http_gzip_static_module --with-http_auth_request_module
  --with-http_slice_module --with-http_scgi_module --with-http_realip_module --with-http_gunzip_module
  --with-http_auth_request_module --with-http_gunzip_module --with-http_gzip_static_module
  --with-http_realip_module --with-http_gunzip_module --with-http_gzip_static_module
  --with-http_image_filter_module --with-http_realip_module --with-http_gunzip_module
  --with-http_auth_request_module --with-http_gunzip_module --with-http_gzip_static_module
  --with-http_image_filter_module --with-http_ssl_module --with-pcre=yes --with-pcre-jit
  --with-pcre-jit-turbo --with-pcre-config=/usr/local/bin/pcre-config --with-http_addition_module
  --with-http_realip_module --with-http_secure_link_module --with-http_slice_module
  --with-http_stub_status_module --with-http_auth_request_module --with-http_image_filter_module
  --with-http_gunzip_module --with-http_gzip_static_module --with-http_realip_module
  --with-http_gunzip_module --with-http_gzip_static_module --with-http_image_filter_module
  --with-http_ssl_module --with-http_v2_module --with-http_gunzip_module --with-http_auth_request_module
  --with-http_slice_module --with-http_scgi_module --with-http_image_filter_module
  --with-http_realip_module --with-http_gunzip_module --with-http_auth_request_module
  --with-http_gunzip_module --with-http_gzip_static_module --with-pcre=yes --with-pcre-jit
  --with-pcre-jit-turbo --with-pcre-config=/usr/local/bin/pcre-config --with-http_addition_module
  --with-http_realip_module --with-http_secure_link_module --with-http_slice_module
  --with-http_stub_status_module --with-http_auth_request_module --with-http_image_filter_module
  --with-http_gunzip_module --with-http_gzip_static_module --with-pcre=yes --with-pcre-jit
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-jit --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-jit-turbo --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-pcre-config=/usr/local/bin/pcre-config --with-pcre-config=/usr/local/bin/pcre-config
  --with-",0.8028731346130371,0.18173823020034166
